#ortholog	function	species_a	species_b
ENOG410VE94	DDB1 and CUL4 associated factor 15	ENSP00000254337	GB18270-PA
ENOG410VE96	Loss of heterozygosity, 12, chromosomal region 1	ENSP00000321546	GB10935-PA
ENOG410VE98	A kinase (PRKA) anchor protein 1	ENSP00000337736	GB16069-PA
ENOG410VE9W	solute carrier family 25, member 38	ENSP00000273158	GB18717-PA
ENOG410VE9Y	RuvB-like 1 (E. coli)	ENSP00000318297	GB19570-PA
ENOG410VE9A	Jumonji domain containing 4	ENSP00000355720	GB14103-PA
ENOG410VE9I	Glutamyl-tRNA synthetase 2, mitochondrial	ENSP00000343488	GB16504-PA
ENOG410VE9H	Coiled-coil domain containing 43	ENSP00000323782	GB16048-PA
ENOG410WJ5K	transforming growth factor beta regulator 1	ENSP00000409016	GB19244-PA
ENOG410VBC0	AlkB, alkylation repair homolog 1 (E. coli)	ENSP00000216489	GB11535-PA
ENOG410V7U0	Proteasome-associated protein ECM29 homolog	ENSP00000259335	GB17892-PA
ENOG410V7UJ	failed axon connections homolog (Drosophila)	ENSP00000374328	GB17380-PA
ENOG410V7UI	Transmembrane protein 38B	ENSP00000363824	GB16615-PA
ENOG410V7UH	Sortilin-related VPS10 domain containing receptor	ENSP00000260197	GB16556-PA
ENOG410V7UA	AarF domain containing kinase 2	ENSP00000072869	GB30219-PA
ENOG410V7UF	Transcription factor AP-4 (Activating enhancer binding protein 4)	ENSP00000204517	GB14420-PA
ENOG410V7UW	Transmembrane protein 209	ENSP00000380747	GB15511-PA
ENOG410V7UU	SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)	ENSP00000421380	GB14733-PA
ENOG410VCJI	Enabled homolog (Drosophila)	ENSP00000355809	GB17061-PA
ENOG410VCJB	Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(1) domain and the central stalk which is part of the complex rotary element. The gamma subunit protrudes into the catalytic domain formed of alpha(3)beta(3). Rotation of the central stalk against the surrounding alpha(3)beta(3) subunits leads to hydrolysis of ATP in three separate catalytic sites on the beta subunits	ENSP00000349142	GB15291-PA
ENOG410VCJW	Phosphatidylinositol 4-kinase, catalytic, beta	ENSP00000271657	GB19870-PA
ENOG410VCJT	Solute carrier family 25 member 42	ENSP00000326693	GB17734-PA
ENOG410VCJU	RING finger protein	ENSP00000242719	GB14345-PA
ENOG410VCJR	WD repeat domain 12	ENSP00000261015	GB15998-PA
ENOG410VCJP	PAK1 interacting protein 1	ENSP00000368887	GB12634-PA
ENOG410VCJ4	vacuolar protein sorting 37 homolog B (S. cerevisiae)	ENSP00000267202	GB19312-PA
ENOG410VCJ2	GlcNAc 6-P deacetylase	ENSP00000391596	GB19637-PA
ENOG410V83F	GA binding protein transcription factor, alpha subunit 60kDa	ENSP00000346886	GB12455-PA
ENOG410V83G	heterogeneous nuclear ribonucleoprotein	ENSP00000387088, ENSP00000221419	GB17210-PA
ENOG410V83D	DIP2 disco-interacting protein 2 homolog	ENSP00000280886, ENSP00000301180, ENSP00000392066	GB12146-PA
ENOG410V83E	Eukaryotic translation elongation factor 2	ENSP00000307940	GB19247-PA
ENOG410V83J	zinc finger	ENSP00000374359, ENSP00000351530, ENSP00000364023	GB16808-PA
ENOG410V83I	abhydrolase domain containing 13	ENSP00000365063	GB10045-PA
ENOG410V83N	Glucan (1,4-alpha-), branching enzyme 1	ENSP00000410833	GB30511-RA_2, GB30511-PA
ENOG410V83M	5'-nucleotidase, cytosolic II	ENSP00000339479, ENSP00000330247	GB18891-PA
ENOG410V83S	Transmembrane protein 67	ENSP00000389998	GB19576-PA
ENOG410V83Q	PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae)	ENSP00000304350	GB18354-PA
ENOG410V83V	Branched chain keto acid dehydrogenase E1 alpha polypeptide	ENSP00000269980, ENSP00000443246	GB10100-PA
ENOG410V83U	SplA ryanodine receptor domain and SOCS box containing 3	ENSP00000301717	GB16880-PA
ENOG410V83X	calcium calmodulin-dependent protein kinase	ENSP00000368124, ENSP00000256460, ENSP00000405950, ENSP00000471906, ENSP00000009105	GB15096-PA
ENOG410V832	diacylglycerol kinase	ENSP00000328405, ENSP00000265022, ENSP00000382260	GB16668-PA
ENOG410V833	Solute carrier family 39 (Zinc transporter), member 7	ENSP00000389623, ENSP00000372700, ENSP00000407093, ENSP00000391735, ENSP00000363807, ENSP00000410656	GB12946-PA
ENOG410V837	member RAS oncogene family	ENSP00000261890, ENSP00000333547	GB17764-PA
ENOG410V834	hydroxyacyl-CoA dehydrogenase 3-ketoacyl-CoA thiolase enoyl-CoA hydratase (trifunctional protein), beta subunit	ENSP00000325136	GB12182-PA
ENOG410V835	DNA-damage regulated autophagy modulator 2	ENSP00000286692	GB10087-PA, GB11645-PA
ENOG410VDN5	coiled-coil domain containing 22	ENSP00000365401, ENSP00000472278	GB17126-PA
ENOG410VDNK	HD domain containing 2	ENSP00000381220	GB15154-PA
ENOG410VDNU	c-Maf inducing protein	ENSP00000446100	GB13517-PA
ENOG410V4CB	Phosphoribosyl pyrophosphate synthetase-associated protein	ENSP00000414624, ENSP00000268835	GB14730-PA
ENOG410VMCF	NOP10 ribonucleoprotein homolog (Yeast)	ENSP00000332198	GB13763-PA
ENOG410V4M3	THO complex	ENSP00000261600	GB14575-PA
ENOG410V4M5	aminotransferase	ENSP00000226840	GB30100-PA, GB19755-PA, GB10008-PA, GB10285-PA
ENOG410V4M6	cell division cycle 34 homolog (S. cerevisiae)	ENSP00000215574, ENSP00000263228	GB18664-PA
ENOG410V4MX	Cyclin L1	ENSP00000383611, ENSP00000295926	GB14538-PA
ENOG410V4MY	Cyclin T2	ENSP00000261900, ENSP00000264157	GB13539-PA
ENOG410V4MP	HECT domain containing E3 ubiquitin protein ligase 1	ENSP00000283943, ENSP00000382269	GB12788-PA, GB19623-PA
ENOG410V4MT	Solute carrier organic anion transporter family member	ENSP00000260126, ENSP00000309741, ENSP00000217159, ENSP00000311291, ENSP00000289575, ENSP00000320634	GB19740-PA, GB10375-PA, GB16135-PA, GB19217-PA, GB14105-PA, GB19862-PA
ENOG410V4MU	ATPase, H transporting, lysosomal 38kDa, V0 subunit	ENSP00000285393, ENSP00000290949	GB12698-PA
ENOG410V4MW	Myosin VIIA	ENSP00000386331, ENSP00000421280, ENSP00000463645, ENSP00000386461, ENSP00000459665, ENSP00000205890	GB18479-PA, GB15578-PA
ENOG410V4MJ	RNA polymerase II associated protein 1	ENSP00000306123	GB12685-PA
ENOG410V4MK	Adaptor-related protein complex 1 mu	ENSP00000388996, ENSP00000250244	GB18430-PA
ENOG410V4MC	v-ral simian leukemia viral oncogene homolog	ENSP00000272519, ENSP00000005257	GB12838-PA
ENOG410V4MD	Glutamyl-prolyl-tRNA synthetase	ENSP00000355890	GB12123-PA
ENOG410V4MF	This is the non-catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of Na( ) and K( ) ions across the plasma membrane	ENSP00000356789	GB15097-PA, GB11522-PA, GB19020-PA
ENOG410V4MG	Phosphopantothenoylcysteine decarboxylase	ENSP00000343190	GB19920-PA
ENOG410V7KH	Phosphodiesterase 12	ENSP00000309142	GB12823-PA
ENOG410V7KP	parkinson protein 7	ENSP00000340278	GB15202-PA
ENOG410V7KR	Methyltransferase like 14	ENSP00000373474	GB17242-PA
ENOG410V7K0	Transmembrane protein 132E	ENSP00000299308, ENSP00000316532, ENSP00000408581, ENSP00000410852	GB11990-PA
ENOG410V9SR	Family with sequence similarity 151, member	ENSP00000282226, ENSP00000306888	GB17176-PA
ENOG410V9SQ	ring finger protein 31	ENSP00000457512, ENSP00000315112	GB16174-PA
ENOG410V9SV	Phosphatidylglycerophosphate synthase 1	ENSP00000262764	GB19304-PA
ENOG410V9SY	cytochrome P450	ENSP00000389414, ENSP00000337915, ENSP00000222982, ENSP00000337450	GB13748-PA, GB15409-PA, GB15681-PA, GB18052-PA, GB11754-PA, GB14913-PA, GB19797-PA, GB16803-PA, GB17831-PA, GB16899-PA, GB12136-PA, GB19113-PA, GB19055-PA, GB14612-PA, GB15793-PA, GB19197-PA, GB14594-PA, GB11027-PA, GB11620-PA, GB10668-PA, GB14836-PA, GB30361-PA, GB17793-PA
ENOG410V9SB	FK506 binding protein 14, 22 kDa	ENSP00000222803	GB17214-PA
ENOG410V9SG	INO80 complex subunit B	ENSP00000233331	GB10958-PA
ENOG410V9SF	carbohydrate (chondroitin 4) sulfotransferase	ENSP00000317404, ENSP00000305725	GB10157-PA
ENOG410V9SD	Tachykinin receptor	ENSP00000303522, ENSP00000303325, ENSP00000362403	GB30014-PA, GB30014-RA_2, GB11188-PA, GB13925-PA, GB18532-PA
ENOG410V9SI	corin, serine peptidase	ENSP00000273857	GB19649-PA
ENOG410V9SM	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln) (By similarity)	ENSP00000263985	GB18317-PA
ENOG410V9S2	Acyl-CoA binding domain containing 5	ENSP00000379568	GB18692-PA
ENOG410V9S6	Sterol carrier protein 2	ENSP00000360569	GB10657-PA
ENOG410V9S9	cytochrome P450	ENSP00000216862, ENSP00000268053	GB12608-PA, GB30218-PA, GB16447-PB
ENOG410VJ75	coiled-coil-helix-coiled-coil-helix domain containing 7	ENSP00000306425	GB11068-PA
ENOG410VJ7Z	LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)	ENSP00000410758	GB18491-PA
ENOG410VJ7I	SMT3 suppressor of mif two 3 homolog	ENSP00000391266, ENSP00000469513, ENSP00000405965, ENSP00000330343	GB16812-PA
ENOG410V5T5	kiaa1217	ENSP00000365637	GB19994-PA
ENOG410V5T2	Phosphoglycerate mutase	ENSP00000297283, ENSP00000359991	GB15052-PA
ENOG410V5TB	cleavage and polyadenylation factor I subunit	ENSP00000434995	GB15178-PA
ENOG410V5TC	Sodium hydrogen exchanger	ENSP00000295269, ENSP00000263980, ENSP00000264938, ENSP00000299798, ENSP00000233969	GB10118-PA
ENOG410V5TA	NSA2 ribosome biogenesis homolog (S. cerevisiae)	ENSP00000296802	GB15189-PA
ENOG410V5TK	Spinster homolog	ENSP00000309945, ENSP00000347721, ENSP00000333292	GB18956-PA
ENOG410V5TP	lysophosphatidic acid acyltransferase	ENSP00000372782, ENSP00000388815, ENSP00000360761, ENSP00000387810, ENSP00000337463, ENSP00000388253, ENSP00000387738, ENSP00000392820	GB15848-PA, GB10676-PA, GB14444-PA, GB11929-PA
ENOG410V5TX	adenylate cyclase	ENSP00000342952, ENSP00000260600, ENSP00000254235, ENSP00000297323, ENSP00000286355, ENSP00000312126, ENSP00000419361, ENSP00000311405	GB19910-PA, GB11637-PB, GB15583-PA, GB19497-PA
ENOG410V6WT	Deoxyuridine triphosphatase	ENSP00000370376	GB19868-PA
ENOG410V6WX	Dehydrogenase reductase (SDR family) X-linked	ENSP00000334113	GB19844-PA
ENOG410V6WI	uracil phosphoribosyltransferase (FUR1) homolog (S. cerevisiae)	ENSP00000362481	GB16254-PA
ENOG410VAYV	family with sequence similarity 203, member	ENSP00000366623, ENSP00000321320	GB15075-PA
ENOG410VAYZ	kiaa0528	ENSP00000334229	GB14755-PA
ENOG410VAY6	Protein disulfide isomerase family A, member 6	ENSP00000272227	GB18501-PA
ENOG410VAY1	WD repeat domain 33	ENSP00000325377	GB15134-PA
ENOG410VASX	UPF2 regulator of nonsense transcripts homolog (yeast)	ENSP00000348708	GB15689-PA
ENOG410VASS	N-ethylmaleimide-sensitive factor	ENSP00000381293	GB12144-PA
ENOG410VASP	Coiled-coil domain containing 93	ENSP00000365477	GB10050-PA
ENOG410VASH	chromosome 17 open reading frame 85	ENSP00000373657	GB19227-PA
ENOG410VASN	chromosome 9 open reading frame 41	ENSP00000366030	GB11646-PA
ENOG410VASG	Eukaryotic translation initiation factor 5B	ENSP00000289371	GB14171-PA
ENOG410VASE	Lipoma HMGIC fusion partner-like 2	ENSP00000369702	GB19886-PA
ENOG410VASD	Apoptosis-inducing factor, mitochondrion-associated, 1	ENSP00000287295	GB16024-PA
ENOG410VAS0	core-binding factor beta subunit	ENSP00000415151	GB19853-PA
ENOG410VAS5	human immunodeficiency virus type I enhancer binding protein 1	ENSP00000368698	GB19562-PA
ENOG410V9HI	phosphatidylinositol-4-phosphate 5-kinase type I	ENSP00000335333, ENSP00000357883, ENSP00000265382	GB13779-PA
ENOG410V9HF	general transcription factor IIF, polypeptide 2	ENSP00000340823	GB10781-PA
ENOG410V9HG	cylindromatosis (turban tumor syndrome)	ENSP00000308928	GB19483-PA
ENOG410V6QK	protein phosphatase 2, regulatory subunit A	ENSP00000311344, ENSP00000459838, ENSP00000324804	GB15359-PA
ENOG410VFSC	mediator complex subunit 30	ENSP00000297347	GB16954-PA
ENOG410VFSG	coiled-coil domain containing 86	ENSP00000227520	GB16242-PA
ENOG410VKIM	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	ENSP00000276062	GB15326-PA
ENOG410VKI0	Zinc finger protein	ENSP00000311768	GB13454-PA
ENOG410V8GU	F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase	ENSP00000281708	GB17249-PA
ENOG410V55E	Tetratricopeptide repeat domain 4	ENSP00000360329	GB11600-PA
ENOG410V55G	aftiphilin	ENSP00000238855	GB19736-PA
ENOG410V55F	ACEtylcholinesterase	ENSP00000264381, ENSP00000303211	GB14873-PA, GB18414-PA
ENOG410V55A	Holocytochrome c synthase	ENSP00000326579	GB18121-PA
ENOG410V55M	A kinase (PRKA) anchor protein 17A	ENSP00000324827	GB12433-PA
ENOG410V55N	lymphocyte cytosolic protein 1 (L-plastin)	ENSP00000336831, ENSP00000315757, ENSP00000472532, ENSP00000348163	GB11573-PA
ENOG410V55I	protein phosphatase 3, catalytic subunit	ENSP00000378323, ENSP00000378306, ENSP00000240139	GB12904-PA
ENOG410V55H	Tau tubulin kinase	ENSP00000259750, ENSP00000267890	GB14163-PA
ENOG410V55J	phosphatidylinositol glycan anchor biosynthesis, class F	ENSP00000281382	GB15368-PA
ENOG410V55U	trio Rho guanine nucleotide exchange factor	ENSP00000240874, ENSP00000339299	GB12436-PA
ENOG410V55W	membrane bound O-acyltransferase domain containing	ENSP00000302177, ENSP00000324944	GB15142-PA
ENOG410V55S	ash1 (absent, small, or homeotic)-like (Drosophila)	ENSP00000376204	GB12658-PA
ENOG410V55X	kelch domain containing 4	ENSP00000270583	GB14565-PA
ENOG410V557	Tyrosine kinase	ENSP00000378485, ENSP00000220003	GB16210-PA
ENOG410V556	Hypoxia inducible factor 1, alpha subunit (Basic helix-loop-helix transcription factor)	ENSP00000366898, ENSP00000263734, ENSP00000338018	GB16786-PA
ENOG410V551	crooked neck pre-mRNA splicing factor-like 1 (Drosophila)	ENSP00000366557	GB15949-PA
ENOG410V550	Transportin	ENSP00000407182, ENSP00000336712	GB18272-PA
ENOG410V552	phosphomannomutase	ENSP00000216259, ENSP00000268261	GB15349-PA
ENOG410V559	Cyclin-dependent kinase	ENSP00000181839, ENSP00000398880, ENSP00000362361	GB17558-PA, GB18383-PA
ENOG410VAFX	RNA binding motif protein 8A	ENSP00000333001	GB17273-PA
ENOG410VAFP	BRX1, biogenesis of ribosomes, homolog (S. cerevisiae)	ENSP00000338862	GB12626-PA
ENOG410VAFQ	Nuclear transcription factor Y	ENSP00000345702	GB12684-PA, GB30189-PA
ENOG410VAFS	Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1-P) (By similarity)	ENSP00000040663	GB12470-PA
ENOG410VAFW	Fibrillarin	ENSP00000221801	GB13284-PA
ENOG410VAFC	Heparanalpha-glucosaminide N-acetyltransferase	ENSP00000368965	GB19592-PA, GB11225-PA
ENOG410V43C	PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)	ENSP00000470497, ENSP00000471591, ENSP00000470434, ENSP00000472824, ENSP00000459844, ENSP00000472567, ENSP00000324122, ENSP00000470951, ENSP00000469212	GB18617-PA
ENOG410V438	nitrogen permease regulator-like 2 (S. cerevisiae)	ENSP00000232501	GB12170-PA
ENOG410V8KQ	Catalyzes the reversible phosphorylation of S-methyl-5'- thioadenosine (MTA) to adenine and 5-methylthioribose-1-phosphate. Involved in the breakdown of MTA, a major by-product of polyamine biosynthesis. Responsible for the first step in the methionine salvage pathway after MTA has been generated from S- adenosylmethionine. Has broad substrate specificity with 6- aminopurine nucleosides as preferred substrates (By similarity)	ENSP00000369519	GB18622-PA
ENOG410V8KM	N-acylaminoacyl-peptide hydrolase	ENSP00000296456	GB19295-PA
ENOG410V8KD	Nucleoporin 188kDa	ENSP00000361658	GB11711-PA
ENOG410VD6A	Mitochondrial ribosomal protein L18	ENSP00000356001	GB10961-PA
ENOG410VD68	PWWP domain containing 2B	ENSP00000306324	GB15850-PA, GB30527-PA
ENOG410VNKE	ubiquinol-cytochrome c reductase, complex III subunit X	ENSP00000332887	GB14676-PA, GB10344-PA
ENOG410WIQZ	synaptotagmin XII	ENSP00000377520	GB17336-PA
ENOG410V6Y8	Phosphoglucomutase 3	ENSP00000425809	GB13855-PA
ENOG410V6Y2	TBC1 domain family member 30	ENSP00000440207	GB18511-PA
ENOG410V6Y3	family with sequence similarity 58, member A	ENSP00000461135, ENSP00000384396	GB16810-PA
ENOG410V6Y0	Ligand for members of the frizzled family of seven transmembrane receptors (By similarity)	ENSP00000301061, ENSP00000258411	GB13356-PA
ENOG410V6YZ	brain-specific homeobox	ENSP00000344285	GB15683-PA
ENOG410V6YX	UDP-glucose glycoprotein glucosyltransferase	ENSP00000365938, ENSP00000259253	GB16829-PA
ENOG410V6YY	glucose-fructose oxidoreductase domain containing	ENSP00000368589, ENSP00000268797	GB16029-PA
ENOG410V6YR	asparagine-linked glycosylation 2, alpha-1,3-mannosyltransferase homolog (S. cerevisiae)	ENSP00000417764	GB17208-PA
ENOG410V6YP	cat eye syndrome chromosome region, candidate 2	ENSP00000262608	GB14541-PA
ENOG410V6YV	multiple EGF-like-domains	ENSP00000292357, ENSP00000274473, ENSP00000348982, ENSP00000459000, ENSP00000386908	GB14962-PA
ENOG410V6YW	Involved in transport from the ER to the Golgi apparatus as well as in intra-Golgi transport. It belongs to a super-family of proteins called t-SNAREs or soluble NSF (N-ethylmaleimide- sensitive factor) attachment protein receptor	ENSP00000225724	GB11495-PA
ENOG410V6YK	Growth factor independent	ENSP00000344782, ENSP00000294702	GB11844-PA
ENOG410V6YH	RAN member RAS oncogene family	ENSP00000376176	GB13869-PA
ENOG410V6YI	Alanine-glyoxylate aminotransferase	ENSP00000302620	GB20058-PA
ENOG410V6YB	ribosomal protein L5	ENSP00000359345	GB20114-PA
ENOG410V6YF	Calmodulin binding transcription activator	ENSP00000412886, ENSP00000306522	GB13816-PA
ENOG410VBDS	TBC1 domain family, member 16	ENSP00000309794	GB18810-PA
ENOG410VBDW	Leucine rich repeat containing 23	ENSP00000007969, ENSP00000469415	GB13252-PA, GB13377-PA
ENOG410VBDI	ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila)	ENSP00000369217	GB15682-PA
ENOG410VBDJ	HIR histone cell cycle regulation defective homolog A (S. cerevisiae)	ENSP00000263208, ENSP00000471552	GB10236-PA
ENOG410VBDC	Proline synthetase co-transcribed homolog (Bacterial)	ENSP00000333551	GB17281-PA
ENOG410VBDB	iron-sulfur cluster scaffold homolog (E. coli)	ENSP00000310623	GB13375-PA
ENOG410VBD8	polyA-specific ribonuclease	ENSP00000387911	GB12931-PA
ENOG410VBD1	Sorting nexin 4	ENSP00000251775	GB10550-PA
ENOG410VBD0	Mitochondrial ribosomal protein S27	ENSP00000261413	GB11791-PA
ENOG410VBD2	Key enzyme for ketone body catabolism. Transfers the CoA moiety from succinate to acetoacetate. Formation of the enzyme-CoA intermediate proceeds via an unstable anhydride species formed between the carboxylate groups of the enzyme and substrate (By similarity)	ENSP00000196371	GB12383-PA
ENOG410VBD5	sorting and assembly machinery component 50 homolog (S. cerevisiae)	ENSP00000345445	GB18504-PA
ENOG410VBD4	Phosphoinositide kinase, FYVE finger containing	ENSP00000264380	GB10702-PA
ENOG410VBD7	nuclear assembly factor 1 homolog (S. cerevisiae)	ENSP00000274054	GB16470-PA
ENOG410VF86	cornichon homolog 4 (Drosophila)	ENSP00000420443	GB11374-PA
ENOG410VBP2	Transmembrane protein 115	ENSP00000266025	GB16673-PA
ENOG410VHMN	Translocase of outer mitochondrial membrane 20 homolog (yeast)	ENSP00000355566	GB15092-PA
ENOG410VHMI	Nudix (Nucleoside diphosphate linked moiety X)-type motif 1	ENSP00000339503	GB18817-PA
ENOG410VHMB	Carrier of the growing fatty acid chain in fatty acid biosynthesis (By similarity)	ENSP00000007516	GB15102-PA
ENOG410VHM8	signal recognition particle	ENSP00000424870	GB13674-PA
ENOG410WIM5	CCAAT enhancer binding protein (C EBP), gamma	ENSP00000284000	GB14919-PA
ENOG410V8HD	tetraspanin	ENSP00000257910, ENSP00000262067	GB18505-PA
ENOG410V8HJ	This protein is an auxiliary protein of DNA polymerase delta and is involved in the control of eukaryotic DNA replication by increasing the polymerase's processibility during elongation of the leading strand (By similarity)	ENSP00000368438	GB12209-PA
