#ortholog	function	species_a	species_b
ENOG410V6X2	elongator acetyltransferase complex subunit 4	ENSPTRP00000048189	GB18147-PA
ENOG410VACH	NADH dehydrogenase (ubiquinone) complex I, assembly factor 3	ENSPTRP00000025738	GB19908-PA
ENOG410VACB	Zinc finger protein	ENSPTRP00000044259, ENSPTRP00000000881	GB12313-PA, GB15446-PA
ENOG410VA8A	Prolyl 4-hydroxylase, alpha polypeptide	ENSPTRP00000006989, ENSPTRP00000004548, ENSPTRP00000038972	GB15677-PA
ENOG410VE94	DDB1 and CUL4 associated factor 15	ENSPTRP00000048962	GB18270-PA
ENOG410VE96	Loss of heterozygosity, 12, chromosomal region 1	ENSPTRP00000042846	GB10935-PA
ENOG410VE98	A kinase (PRKA) anchor protein 1	ENSPTRP00000016025	GB16069-PA
ENOG410VE9W	solute carrier family 25, member 38	ENSPTRP00000025473	GB18717-PA
ENOG410VE9Y	RuvB-like 1 (E. coli)	ENSPTRP00000051084	GB19570-PA
ENOG410VE9A	Jumonji domain containing 4	ENSPTRP00000003479	GB14103-PA
ENOG410VE9I	Glutamyl-tRNA synthetase 2, mitochondrial	ENSPTRP00000013468	GB16504-PA
ENOG410VE9H	Coiled-coil domain containing 43	ENSPTRP00000015786	GB16048-PA
ENOG410WJ5K	transforming growth factor beta regulator 1	ENSPTRP00000047587	GB19244-PA
ENOG410VBC0	AlkB, alkylation repair homolog 1 (E. coli)	ENSPTRP00000011188	GB11535-PA
ENOG410V7U0	Proteasome-associated protein ECM29 homolog	ENSPTRP00000036303	GB17892-PA
ENOG410V7UJ	failed axon connections homolog (Drosophila)	ENSPTRP00000031495	GB17380-PA
ENOG410V7UI	Transmembrane protein 38B	ENSPTRP00000036264	GB16615-PA
ENOG410V7UH	Sortilin-related VPS10 domain containing receptor	ENSPTRP00000007532, ENSPTRP00000027376	GB16556-PA
ENOG410V7UA	AarF domain containing kinase 2	ENSPTRP00000033867	GB30219-PA
ENOG410V7UF	Transcription factor AP-4 (Activating enhancer binding protein 4)	ENSPTRP00000013176	GB14420-PA
ENOG410V7UW	Transmembrane protein 209	ENSPTRP00000033730	GB15511-PA
ENOG410VCJI	Enabled homolog (Drosophila)	ENSPTRP00000051112	GB17061-PA
ENOG410VCJB	Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(1) domain and the central stalk which is part of the complex rotary element. The gamma subunit protrudes into the catalytic domain formed of alpha(3)beta(3). Rotation of the central stalk against the surrounding alpha(3)beta(3) subunits leads to hydrolysis of ATP in three separate catalytic sites on the beta subunits	ENSPTRP00000044643	GB15291-PA
ENOG410VCJW	Phosphatidylinositol 4-kinase, catalytic, beta	ENSPTRP00000002188	GB19870-PA
ENOG410VCJT	Solute carrier family 25 member 42	ENSPTRP00000018307	GB17734-PA
ENOG410VCJU	RING finger protein	ENSPTRP00000061045	GB14345-PA
ENOG410VCJR	WD repeat domain 12	ENSPTRP00000021923	GB15998-PA
ENOG410VCJP	PAK1 interacting protein 1	ENSPTRP00000030254	GB12634-PA
ENOG410VCJ2	GlcNAc 6-P deacetylase	ENSPTRP00000039489	GB19637-PA
ENOG410V83F	GA binding protein transcription factor, alpha subunit 60kDa	ENSPTRP00000040907	GB12455-PA
ENOG410V83G	heterogeneous nuclear ribonucleoprotein	ENSPTRP00000044869, ENSPTRP00000018758	GB17210-PA
ENOG410V83D	DIP2 disco-interacting protein 2 homolog	ENSPTRP00000024151, ENSPTRP00000008435	GB12146-PA
ENOG410V83E	Eukaryotic translation elongation factor 2	ENSPTRP00000017487	GB19247-PA
ENOG410V83J	zinc finger	ENSPTRP00000026430, ENSPTRP00000047383, ENSPTRP00000037739	GB16808-PA
ENOG410V83I	abhydrolase domain containing 13	ENSPTRP00000010239	GB10045-PA
ENOG410V83N	Glucan (1,4-alpha-), branching enzyme 1	ENSPTRP00000026100	GB30511-RA_2, GB30511-PA
ENOG410V83M	5'-nucleotidase, cytosolic II	ENSPTRP00000021187, ENSPTRP00000005117	GB18891-PA
ENOG410V83S	Transmembrane protein 67	ENSPTRP00000034924	GB19576-PA
ENOG410V83Q	PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae)	ENSPTRP00000060306	GB18354-PA
ENOG410V83V	Branched chain keto acid dehydrogenase E1 alpha polypeptide	ENSPTRP00000018933	GB10100-PA
ENOG410V83U	SplA ryanodine receptor domain and SOCS box containing 3	ENSPTRP00000013003	GB16880-PA
ENOG410V83X	calcium calmodulin-dependent protein kinase	ENSPTRP00000003885, ENSPTRP00000025169, ENSPTRP00000003266, ENSPTRP00000038601	GB15096-PA
ENOG410V832	diacylglycerol kinase	ENSPTRP00000059090, ENSPTRP00000008625, ENSPTRP00000027031	GB16668-PA
ENOG410V833	Solute carrier family 39 (Zinc transporter), member 7	ENSPTRP00000030803	GB12946-PA
ENOG410V837	member RAS oncogene family	ENSPTRP00000012292, ENSPTRP00000017733	GB17764-PA
ENOG410V834	hydroxyacyl-CoA dehydrogenase 3-ketoacyl-CoA thiolase enoyl-CoA hydratase (trifunctional protein), beta subunit	ENSPTRP00000020160	GB12182-PA
ENOG410V835	DNA-damage regulated autophagy modulator 2	ENSPTRP00000001883	GB11645-PA, GB10087-PA
ENOG410VDN5	coiled-coil domain containing 22	ENSPTRP00000037586	GB17126-PA
ENOG410VDNK	HD domain containing 2	ENSPTRP00000056628	GB15154-PA
ENOG410VDNU	c-Maf inducing protein	ENSPTRP00000053392	GB13517-PA
ENOG410V4CB	Phosphoribosyl pyrophosphate synthetase-associated protein	ENSPTRP00000015118, ENSPTRP00000016453	GB14730-PA
ENOG410VMCF	NOP10 ribonucleoprotein homolog (Yeast)	ENSPTRP00000011756	GB13763-PA
ENOG410V4M3	THO complex	ENSPTRP00000016706	GB14575-PA
ENOG410V4M5	aminotransferase	ENSPTRP00000028475	GB30100-PA, GB19755-PA, GB10008-PA, GB10285-PA
ENOG410V4M6	cell division cycle 34 homolog (S. cerevisiae)	ENSPTRP00000035690, ENSPTRP00000017246, ENSPTRP00000059936	GB18664-PA
ENOG410V4MX	Cyclin L1	ENSPTRP00000026790, ENSPTRP00000041901	GB14538-PA
ENOG410V4MY	Cyclin T2	ENSPTRP00000040990, ENSPTRP00000008350	GB13539-PA
ENOG410V4MP	HECT domain containing E3 ubiquitin protein ligase 1	ENSPTRP00000057753, ENSPTRP00000022237	GB12788-PA, GB19623-PA
ENOG410V4MT	Solute carrier organic anion transporter family member	ENSPTRP00000026568, ENSPTRP00000060342, ENSPTRP00000023610, ENSPTRP00000034798, ENSPTRP00000007010, ENSPTRP00000029284	GB19217-PA, GB16135-PA, GB19862-PA, GB10375-PA, GB19740-PA, GB14105-PA
ENOG410V4MU	ATPase, H transporting, lysosomal 38kDa, V0 subunit	ENSPTRP00000034883, ENSPTRP00000014055	GB12698-PA
ENOG410V4MW	Myosin VIIA	ENSPTRP00000021287, ENSPTRP00000015079, ENSPTRP00000007055, ENSPTRP00000028730	GB18479-PA, GB15578-PA
ENOG410V4MJ	RNA polymerase II associated protein 1	ENSPTRP00000011854	GB12685-PA
ENOG410V4MK	Adaptor-related protein complex 1 mu	ENSPTRP00000018166, ENSPTRP00000017861	GB18430-PA
ENOG410V4MC	v-ral simian leukemia viral oncogene homolog	ENSPTRP00000032640	GB12838-PA
ENOG410V4MD	Glutamyl-prolyl-tRNA synthetase	ENSPTRP00000003343	GB12123-PA
ENOG410V4MF	This is the non-catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of Na( ) and K( ) ions across the plasma membrane	ENSPTRP00000002750	GB11522-PA, GB15097-PA, GB19020-PA
ENOG410V4MG	Phosphopantothenoylcysteine decarboxylase	ENSPTRP00000012477	GB19920-PA
ENOG410V7KH	Phosphodiesterase 12	ENSPTRP00000025996	GB12823-PA
ENOG410V7KP	parkinson protein 7	ENSPTRP00000052888	GB15202-PA
ENOG410V7KS	Tectonin beta-propeller repeat containing 2	ENSPTRP00000052458	GB11702-PA
ENOG410V7KR	Methyltransferase like 14	ENSPTRP00000028151	GB17242-PA
ENOG410V7K0	Transmembrane protein 132E	ENSPTRP00000009571, ENSPTRP00000009577, ENSPTRP00000009573, ENSPTRP00000015360	GB11990-PA
ENOG410V9SR	Family with sequence similarity 151, member	ENSPTRP00000001335, ENSPTRP00000029170	GB17176-PA
ENOG410V9SQ	ring finger protein 31	ENSPTRP00000010519	GB16174-PA
ENOG410V9SV	Phosphatidylglycerophosphate synthase 1	ENSPTRP00000016518	GB19304-PA
ENOG410V9SY	cytochrome P450	ENSPTRP00000033850, ENSPTRP00000045445, ENSPTRP00000033298, ENSPTRP00000033296	GB11754-PA, GB15409-PA, GB16899-PA, GB10668-PA, GB19055-PA, GB14913-PA, GB15681-PA, GB11027-PA, GB14594-PA, GB16803-PA, GB19113-PA, GB17793-PA, GB18052-PA, GB17831-PA, GB14612-PA, GB19197-PA, GB19797-PA, GB11620-PA, GB15793-PA, GB12136-PA, GB14836-PA, GB13748-PA, GB30361-PA
ENOG410V9SB	FK506 binding protein 14, 22 kDa	ENSPTRP00000032523	GB17214-PA
ENOG410V9SG	INO80 complex subunit B	ENSPTRP00000020744	GB10958-PA
ENOG410V9SF	carbohydrate (chondroitin 4) sulfotransferase	ENSPTRP00000026434, ENSPTRP00000009136	GB10157-PA
ENOG410V9SD	Tachykinin receptor	ENSPTRP00000046115, ENSPTRP00000020773, ENSPTRP00000028058	GB11188-PA, GB30014-RA_2, GB18532-PA, GB30014-PA, GB13925-PA
ENOG410V9SI	corin, serine peptidase	ENSPTRP00000027587	GB19649-PA
ENOG410V9SM	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln) (By similarity)	ENSPTRP00000028352	GB18317-PA
ENOG410V9S2	Acyl-CoA binding domain containing 5	ENSPTRP00000004036	GB18692-PA
ENOG410V9S6	Sterol carrier protein 2	ENSPTRP00000001282	GB10657-PA
ENOG410V9S9	cytochrome P450	ENSPTRP00000052026	GB16447-PB, GB12608-PA, GB30218-PA
ENOG410VETR	UDP-N-acetylglucosamine transferase subunit Alg13	ENSPTRP00000038197	GB14344-PA
ENOG410VJ75	coiled-coil-helix-coiled-coil-helix domain containing 7	ENSPTRP00000039332	GB11068-PA
ENOG410VJ7Z	LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)	ENSPTRP00000032568	GB18491-PA
ENOG410VJ7I	SMT3 suppressor of mif two 3 homolog	ENSPTRP00000024078, ENSPTRP00000060506	GB16812-PA
ENOG410V5T5	kiaa1217	ENSPTRP00000056557	GB19994-PA
ENOG410V5T2	Phosphoglycerate mutase	ENSPTRP00000004915, ENSPTRP00000032683	GB15052-PA
ENOG410V5TC	Sodium hydrogen exchanger	ENSPTRP00000040153, ENSPTRP00000021079, ENSPTRP00000021080, ENSPTRP00000028611	GB10118-PA
ENOG410V5TA	NSA2 ribosome biogenesis homolog (S. cerevisiae)	ENSPTRP00000029097	GB15189-PA
ENOG410V5TK	Spinster homolog	ENSPTRP00000045416, ENSPTRP00000014669, ENSPTRP00000042514	GB18956-PA
ENOG410V5TW	nuclear receptor subfamily 2 group E member 3	ENSPTRP00000012380	GB10077-PA
ENOG410V5TP	lysophosphatidic acid acyltransferase	ENSPTRP00000030753, ENSPTRP00000048655	GB14444-PA, GB10676-PA, GB15848-PA, GB11929-PA
ENOG410V5TX	adenylate cyclase	ENSPTRP00000008355, ENSPTRP00000026385, ENSPTRP00000035203, ENSPTRP00000013831, ENSPTRP00000020130, ENSPTRP00000010553, ENSPTRP00000032741	GB11637-PB, GB19497-PA, GB19910-PA, GB15583-PA
ENOG410V6WT	Deoxyuridine triphosphatase	ENSPTRP00000051511	GB19868-PA
ENOG410V6WX	Dehydrogenase reductase (SDR family) X-linked	ENSPTRP00000058323	GB19844-PA
ENOG410V6WI	uracil phosphoribosyltransferase (FUR1) homolog (S. cerevisiae)	ENSPTRP00000037904	GB16254-PA
ENOG410VAYV	family with sequence similarity 203, member	ENSPTRP00000035379	GB15075-PA
ENOG410VAYZ	kiaa0528	ENSPTRP00000008137	GB14755-PA
ENOG410VAY6	Protein disulfide isomerase family A, member 6	ENSPTRP00000020036	GB18501-PA
ENOG410VAY1	WD repeat domain 33	ENSPTRP00000021298	GB15134-PA
ENOG410VASX	UPF2 regulator of nonsense transcripts homolog (yeast)	ENSPTRP00000003873	GB15689-PA
ENOG410VASS	N-ethylmaleimide-sensitive factor	ENSPTRP00000015850	GB12144-PA
ENOG410VASP	Coiled-coil domain containing 93	ENSPTRP00000021223	GB10050-PA
ENOG410VASH	chromosome 17 open reading frame 85	ENSPTRP00000014643	GB19227-PA
ENOG410VASN	chromosome 9 open reading frame 41	ENSPTRP00000035948	GB11646-PA
ENOG410VASG	Eukaryotic translation initiation factor 5B	ENSPTRP00000051806	GB14171-PA
ENOG410VASE	Lipoma HMGIC fusion partner-like 2	ENSPTRP00000029144	GB19886-PA
ENOG410VASD	Apoptosis-inducing factor, mitochondrion-associated, 1	ENSPTRP00000038338	GB16024-PA
ENOG410VAS0	core-binding factor beta subunit	ENSPTRP00000060319	GB19853-PA
ENOG410VAS5	human immunodeficiency virus type I enhancer binding protein 1	ENSPTRP00000050586	GB19562-PA
ENOG410V9HI	phosphatidylinositol-4-phosphate 5-kinase type I	ENSPTRP00000017459, ENSPTRP00000002179, ENSPTRP00000043523	GB13779-PA
ENOG410V9HF	general transcription factor IIF, polypeptide 2	ENSPTRP00000040063	GB10781-PA
ENOG410V9HG	cylindromatosis (turban tumor syndrome)	ENSPTRP00000013840	GB19483-PA
ENOG410V6QK	protein phosphatase 2, regulatory subunit A	ENSPTRP00000007340, ENSPTRP00000019597	GB15359-PA
ENOG410VFSC	mediator complex subunit 30	ENSPTRP00000035106	GB16954-PA
ENOG410VFSG	coiled-coil domain containing 86	ENSPTRP00000006403	GB16242-PA
ENOG410VKIM	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	ENSPTRP00000037483	GB15326-PA
ENOG410VKI0	Zinc finger protein	ENSPTRP00000035020	GB13454-PA
ENOG410V8GU	F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase	ENSPTRP00000028353	GB17249-PA
ENOG410V55E	Tetratricopeptide repeat domain 4	ENSPTRP00000001344	GB11600-PA
ENOG410V55G	aftiphilin	ENSPTRP00000020580	GB19736-PA
ENOG410V55F	ACEtylcholinesterase	ENSPTRP00000026833, ENSPTRP00000046302	GB14873-PA, GB18414-PA
ENOG410V55A	Holocytochrome c synthase	ENSPTRP00000037105	GB18121-PA
ENOG410V55N	lymphocyte cytosolic protein 1 (L-plastin)	ENSPTRP00000009959, ENSPTRP00000038219, ENSPTRP00000026659	GB11573-PA
ENOG410V55I	protein phosphatase 3, catalytic subunit	ENSPTRP00000034353, ENSPTRP00000004567, ENSPTRP00000028026	GB12904-PA
ENOG410V55H	Tau tubulin kinase	ENSPTRP00000011929, ENSPTRP00000031089	GB14163-PA
ENOG410V55J	phosphatidylinositol glycan anchor biosynthesis, class F	ENSPTRP00000020419	GB15368-PA
ENOG410V55U	trio Rho guanine nucleotide exchange factor	ENSPTRP00000028715, ENSPTRP00000026397	GB12436-PA
ENOG410V55W	membrane bound O-acyltransferase domain containing	ENSPTRP00000020007, ENSPTRP00000043721	GB15142-PA
ENOG410V55S	ash1 (absent, small, or homeotic)-like (Drosophila)	ENSPTRP00000002411	GB12658-PA
ENOG410V55X	kelch domain containing 4	ENSPTRP00000014406	GB14565-PA
ENOG410V557	Tyrosine kinase	ENSPTRP00000012464, ENSPTRP00000042453	GB16210-PA
ENOG410V556	Hypoxia inducible factor 1, alpha subunit (Basic helix-loop-helix transcription factor)	ENSPTRP00000010887, ENSPTRP00000020413, ENSPTRP00000048600	GB16786-PA
ENOG410V551	crooked neck pre-mRNA splicing factor-like 1 (Drosophila)	ENSPTRP00000052333	GB15949-PA
ENOG410V550	Transportin	ENSPTRP00000029071, ENSPTRP00000041144	GB18272-PA
ENOG410V552	phosphomannomutase	ENSPTRP00000024860, ENSPTRP00000013236	GB15349-PA
ENOG410V559	Cyclin-dependent kinase	ENSPTRP00000015495, ENSPTRP00000032646, ENSPTRP00000036573	GB17558-PA, GB18383-PA
ENOG410VAFX	RNA binding motif protein 8A	ENSPTRP00000002050	GB17273-PA
ENOG410VAFP	BRX1, biogenesis of ribosomes, homolog (S. cerevisiae)	ENSPTRP00000028781	GB12626-PA
ENOG410VAFQ	Nuclear transcription factor Y	ENSPTRP00000031003	GB30189-PA, GB12684-PA
ENOG410VAFS	Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1-P) (By similarity)	ENSPTRP00000018031	GB12470-PA
ENOG410VAFW	Fibrillarin	ENSPTRP00000018825	GB13284-PA
ENOG410VAFC	Heparanalpha-glucosaminide N-acetyltransferase	ENSPTRP00000034627	GB11225-PA, GB19592-PA
ENOG410V43C	PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)	ENSPTRP00000019663	GB18617-PA
ENOG410V438	nitrogen permease regulator-like 2 (S. cerevisiae)	ENSPTRP00000025828	GB12170-PA
ENOG410V8KQ	Catalyzes the reversible phosphorylation of S-methyl-5'- thioadenosine (MTA) to adenine and 5-methylthioribose-1-phosphate. Involved in the breakdown of MTA, a major by-product of polyamine biosynthesis. Responsible for the first step in the methionine salvage pathway after MTA has been generated from S- adenosylmethionine. Has broad substrate specificity with 6- aminopurine nucleosides as preferred substrates (By similarity)	ENSPTRP00000035612	GB18622-PA
ENOG410V8KM	N-acylaminoacyl-peptide hydrolase	ENSPTRP00000025766	GB19295-PA
ENOG410V8KD	Nucleoporin 188kDa	ENSPTRP00000036669	GB11711-PA
ENOG410VD6A	Mitochondrial ribosomal protein L18	ENSPTRP00000032018	GB10961-PA
ENOG410VD68	PWWP domain containing 2B	ENSPTRP00000058787	GB15850-PA, GB30527-PA
ENOG410WIQZ	synaptotagmin XII	ENSPTRP00000006789	GB17336-PA
ENOG410V6Y8	Phosphoglucomutase 3	ENSPTRP00000031409	GB13855-PA
ENOG410V6Y2	TBC1 domain family member 30	ENSPTRP00000050394	GB18511-PA
ENOG410V6Y3	family with sequence similarity 58, member A	ENSPTRP00000060011	GB16810-PA
ENOG410V6Y0	Ligand for members of the frizzled family of seven transmembrane receptors (By similarity)	ENSPTRP00000008363, ENSPTRP00000022097	GB13356-PA
ENOG410V6YZ	brain-specific homeobox	ENSPTRP00000007538	GB15683-PA
ENOG410V6YX	UDP-glucose glycoprotein glucosyltransferase	ENSPTRP00000021304, ENSPTRP00000010161	GB16829-PA
ENOG410V6YY	glucose-fructose oxidoreductase domain containing	ENSPTRP00000030279, ENSPTRP00000014071	GB16029-PA
ENOG410V6YR	asparagine-linked glycosylation 2, alpha-1,3-mannosyltransferase homolog (S. cerevisiae)	ENSPTRP00000036202	GB17208-PA
ENOG410V6YP	cat eye syndrome chromosome region, candidate 2	ENSPTRP00000024168	GB14541-PA
ENOG410V6YV	multiple EGF-like-domains	ENSPTRP00000012295, ENSPTRP00000002506, ENSPTRP00000029403	GB14962-PA
ENOG410V6YW	Involved in transport from the ER to the Golgi apparatus as well as in intra-Golgi transport. It belongs to a super-family of proteins called t-SNAREs or soluble NSF (N-ethylmaleimide- sensitive factor) attachment protein receptor	ENSPTRP00000015298	GB11495-PA
ENOG410V6YK	Growth factor independent	ENSPTRP00000036798	GB11844-PA
ENOG410V6YH	RAN member RAS oncogene family	ENSPTRP00000009585	GB13869-PA
ENOG410V6YI	Alanine-glyoxylate aminotransferase	ENSPTRP00000022452	GB20058-PA
ENOG410V6YB	ribosomal protein L5	ENSPTRP00000001659	GB20114-PA
ENOG410V6YF	Calmodulin binding transcription activator	ENSPTRP00000046817, ENSPTRP00000000189	GB13816-PA
ENOG410VBDS	TBC1 domain family, member 16	ENSPTRP00000016558	GB18810-PA
ENOG410VBDW	Leucine rich repeat containing 23	ENSPTRP00000007855	GB13377-PA, GB13252-PA
ENOG410VBDI	ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila)	ENSPTRP00000012400	GB15682-PA
ENOG410VBDJ	HIR histone cell cycle regulation defective homolog A (S. cerevisiae)	ENSPTRP00000024210	GB10236-PA
ENOG410VBDC	Proline synthetase co-transcribed homolog (Bacterial)	ENSPTRP00000034513	GB17281-PA
ENOG410VBDB	iron-sulfur cluster scaffold homolog (E. coli)	ENSPTRP00000009171, ENSPTRP00000060658	GB13375-PA
ENOG410VBD8	polyA-specific ribonuclease	ENSPTRP00000013293	GB12931-PA
ENOG410VBD1	Sorting nexin 4	ENSPTRP00000026413	GB10550-PA
ENOG410VBD0	Mitochondrial ribosomal protein S27	ENSPTRP00000029066	GB11791-PA
ENOG410VBD2	Key enzyme for ketone body catabolism. Transfers the CoA moiety from succinate to acetoacetate. Formation of the enzyme-CoA intermediate proceeds via an unstable anhydride species formed between the carboxylate groups of the enzyme and substrate (By similarity)	ENSPTRP00000028847	GB12383-PA
ENOG410VBD5	sorting and assembly machinery component 50 homolog (S. cerevisiae)	ENSPTRP00000024956	GB18504-PA
ENOG410VBD4	Phosphoinositide kinase, FYVE finger containing	ENSPTRP00000021995	GB10702-PA
ENOG410VBD7	nuclear assembly factor 1 homolog (S. cerevisiae)	ENSPTRP00000028425	GB16470-PA
ENOG410VF86	cornichon homolog 4 (Drosophila)	ENSPTRP00000003397	GB11374-PA
ENOG410VBP2	Transmembrane protein 115	ENSPTRP00000025830	GB16673-PA
ENOG410VHMN	Translocase of outer mitochondrial membrane 20 homolog (yeast)	ENSPTRP00000003595	GB15092-PA
ENOG410VHMI	Nudix (Nucleoside diphosphate linked moiety X)-type motif 1	ENSPTRP00000032197	GB18817-PA
ENOG410VHMB	Carrier of the growing fatty acid chain in fatty acid biosynthesis (By similarity)	ENSPTRP00000013471	GB15102-PA
ENOG410VHM8	signal recognition particle	ENSPTRP00000029328	GB13674-PA
ENOG410WIM5	CCAAT enhancer binding protein (C EBP), gamma	ENSPTRP00000018499	GB14919-PA
ENOG410V8HD	tetraspanin	ENSPTRP00000008758, ENSPTRP00000032378	GB18505-PA
ENOG410V8HJ	This protein is an auxiliary protein of DNA polymerase delta and is involved in the control of eukaryotic DNA replication by increasing the polymerase's processibility during elongation of the leading strand (By similarity)	ENSPTRP00000022674	GB12209-PA
ENOG410V8HW	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon	ENSPTRP00000008798, ENSPTRP00000003199	GB14720-PA
ENOG410V8HV	tRNA methyltransferase 61 homolog A (S. cerevisiae)	ENSPTRP00000011530	GB16646-PA
ENOG410V8HQ	Nuclear prelamin A recognition	ENSPTRP00000012917, ENSPTRP00000016680	GB14880-PA
ENOG410V8HZ	ATP-binding cassette, subfamily C (CFTR MRP), member 10	ENSPTRP00000031100	GB15227-PA
